header,title,titleUrl,description,time,products,details,activityControls,subtitles
YouTube,"Viewed Get in guys, we are going to Thiruvannamalai 🤭🏍️
Watch Maareesan on Netflix, out 22 August in Tamil, Hindi, Telugu, Kannada and Malayalam!",https://www.youtube.com/post/Ugkx4AiOWAu-yGDd-0lTgdD5aW04u1RBwgBO,,2025-08-18T04:50:15.933Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Netflix India', 'url': 'https://www.youtube.com/channel/UCZSNzBgFub_WWil6TOTYwAg'}]"
YouTube,Viewed OJAS GAMBHEERA’s ❤️ ‘KANMANI’😍,https://www.youtube.com/post/Ugkxiqe_59sbmTgysUxVjfNZjrPBGOUqp4_F,,2025-08-18T04:49:59.442Z,['YouTube'],,['YouTube watch history'],"[{'name': ""It'sMoviecraft"", 'url': 'https://www.youtube.com/channel/UC-UW9EctV7XlnTCo7Nx3Gmw'}]"
YouTube,"Viewed Unstoppable roar in theatres across the world🔥😎
#Coolie ruling in theatres worldwide🌟
#rajinikanth #nagarjuna #lokeshkanagaraj",https://www.youtube.com/post/Ugkxzujd0U6XtYLOhg6qS2pcWtGDpJwjHfps,,2025-08-18T04:49:59.442Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Friday Feed', 'url': 'https://www.youtube.com/channel/UCW9m6OxWLmFQR2WB4eWbpsg'}]"
YouTube,"Viewed Team #TheRajaSaab celebrates the gorgeous and talented #NidhhiAgerwal on her special day ❤️‍🔥❤️‍🔥

Her role is set to bring grace, warmth and depth to this KING SIZE tale 💥💥

#HBDNidhhiAgerwal",https://www.youtube.com/post/UgkxAaDrHPV1wSSObDyKOOJdU3KUJ_xFP9h1,,2025-08-18T04:49:42.277Z,['YouTube'],,['YouTube watch history'],"[{'name': 'People Media Factory', 'url': 'https://www.youtube.com/channel/UCrzx3ZPXEZpzEGLF1gIuORQ'}]"
YouTube,Watched A Living Space Transformed into a Dream Home – Without Compromise | D'LIFE Interiors,https://www.youtube.com/watch?v=s0pW-AxfVW4,Watched at 9:34 AM,2025-08-18T04:04:56.481Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",
YouTube,Watched Happy 79th Independence Day!,https://www.youtube.com/watch?v=UN5CRmAs16U,Watched at 9:34 AM,2025-08-18T04:04:07.010Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",
YouTube,Watched Know Your Employment Facts: What is the Periodic Labour Force Survey? (Telugu),https://www.youtube.com/watch?v=3Ai0pNJRvuc,Watched at 9:20 AM,2025-08-18T03:50:57.984Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",
YouTube,Watched El escondite de los Morphle - Morphle 3D en Español | Caricaturas | Moonbug Kids en Español,https://www.youtube.com/watch?v=5F72t0jhDuE,,2025-08-18T03:38:14.146Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Moonbug Kids en Español - Caricaturas para Niños', 'url': 'https://www.youtube.com/channel/UCYo0G9FDJHHH8T9kyy_0mLA'}]"
YouTube,Watched Top 10 Telugu Moral Stories for Kids Vol.1 | Infobells,https://www.youtube.com/watch?v=dYknzPMr5i8,,2025-08-18T03:37:29.968Z,['YouTube'],,['YouTube watch history'],"[{'name': 'infobells - Telugu', 'url': 'https://www.youtube.com/channel/UCHvoq_rGmOKJKGId1nD1V4Q'}]"
YouTube,Watched RBI Children Awareness Exchange of Soiled Notes - Hindi,https://www.youtube.com/watch?v=x4exli0VREI,Watched at 8:55 AM,2025-08-18T03:25:02.467Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",
YouTube,Watched అత్యాశ రాక్షసుడు - The Greedy Monster Bedtime Stories | Telugu Stories for Kids | Infobells,https://www.youtube.com/watch?v=GlIBRzZzsiI,,2025-08-18T03:14:31.672Z,['YouTube'],,['YouTube watch history'],"[{'name': 'infobells - Telugu', 'url': 'https://www.youtube.com/channel/UCHvoq_rGmOKJKGId1nD1V4Q'}]"
YouTube,Watched పిల్ల ఆవు కథలు | Telugu Kids Cartoon Stories | Pilla Avu Kathalu #cartoon #telugu #telugustories,https://www.youtube.com/watch?v=r1fS_ey4F7c,,2025-08-18T03:08:07.739Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Sargam Kids Telugu', 'url': 'https://www.youtube.com/channel/UCiWatT8PZJkw7W8K8j6eGsA'}]"
YouTube,Watched Mumbai Maha Aagman Sohala 2025 || chincpokli cha chintamani 2025 || parel cha raja 2025,https://www.youtube.com/watch?v=Lvt2gOzTdOU,,2025-08-17T14:19:11.991Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Bappa_vlogs', 'url': 'https://www.youtube.com/channel/UCyLvBHkE7lmGw0-BjIRVQXw'}]"
YouTube,Watched DUBAI DESERO GHAGARO FULL SONG|| VIJAY KUMAR |SWAPNAli| |DILIP SAI NAIK | KALYAN KEYS|PRACHI THAKARE,https://www.youtube.com/watch?v=c8dNA7a7Xik,,2025-08-17T14:18:36.601Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Vijay Audios & Videos ', 'url': 'https://www.youtube.com/channel/UCAQKufJ46b5OinTac9crEIw'}]"
YouTube,Watched BookMyShow - Book tickets for Coolie online,https://www.youtube.com/watch?v=SUQyRTCiUm8,Watched at 7:48 PM,2025-08-17T14:18:19.838Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",
YouTube,Watched Kotak Solitaire | Business | 20s Telugu,https://www.youtube.com/watch?v=m_-rYqDAIWo,Watched at 7:47 PM,2025-08-17T14:17:57.022Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",
YouTube,Watched HUSERO NAACH || BANJARA TEEJ & GARBA SONG || BANJARA BOYS || VIJAY KUMAR & SWAPNALI #banjara #viral,https://www.youtube.com/watch?v=UqUGKkzJH4I,,2025-08-17T14:13:13.642Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Banjara Boys Tunes', 'url': 'https://www.youtube.com/channel/UCs_icinqHl1utm3Vq_HWvvQ'}]"
YouTube,Watched DILLO DILLO DHEKA SURA DUBAIRO VES FULL SONG//BANJARA DJ SONG//VIJAY KUMAR//SWAPNALI//NILIMA CHAVAN/,https://www.youtube.com/watch?v=JVEip3stChs,,2025-08-17T14:06:54.819Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Gor Lata Music', 'url': 'https://www.youtube.com/channel/UCA_oDmJhKAbdgQwzpOX1Y_Q'}]"
YouTube,Watched TGIKSS3_Spot_Singers | Netflix India,https://www.youtube.com/watch?v=dGaNN0JfiQo,,2025-08-17T14:03:39.225Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history']",
YouTube,Watched Rain of Yellow Orbeez! 💛🌧💦 Most Satisfying Explosion 💥#asmr #satisfying #trending #shorts,https://www.youtube.com/watch?v=52CL3wWthgc,,2025-08-17T07:26:06.030Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Bottle Burst ASMR', 'url': 'https://www.youtube.com/channel/UC9vqNg8wygFpD5sxz9bt6xA'}]"
YouTube,Watched ఎన్టీఆర్ ఎంట్రీ చూస్తే చిన్నపిల్లల బొమ్మలాట లాగా ఉంది | War2 | Hritik Roshan | Kiara Advani | Shorts,https://www.youtube.com/watch?v=dVQpj0SwW8o,,2025-08-17T07:26:04.347Z,['YouTube'],,['YouTube watch history'],"[{'name': 'ArVa Voice', 'url': 'https://www.youtube.com/channel/UCaftVcFcRdkVywdVdusf8Dw'}]"
YouTube,Watched https://www.youtube.com/watch?v=lRgqss-aP6s,https://www.youtube.com/watch?v=lRgqss-aP6s,,2025-08-17T07:26:03.520Z,['YouTube'],,['YouTube watch history'],
YouTube,Watched Swades - Romantic Scene #Shorts,https://www.youtube.com/watch?v=bhHY5e-XtwA,,2025-08-17T07:25:58.145Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Red Chillies Entertainment', 'url': 'https://www.youtube.com/channel/UCjJKg01HAP01xCLVhDmnLhw'}]"
YouTube,Watched కూలి మూవీ కోసం రజనీకాంత్ గారి కష్టం మాములుగా లేదు! #rajanikanth  visuals at jim #shorts #ytshorts,https://www.youtube.com/watch?v=aEdRebJ78PM,,2025-08-17T07:25:55.194Z,['YouTube'],,['YouTube watch history'],"[{'name': 'YM Media', 'url': 'https://www.youtube.com/channel/UCh4L5OQEO1K6Y5I-56mRq_w'}]"
YouTube,Watched BHAGYASHRI: అతనితో రొమాన్స్ అంటే ఇప్పుడు అయినా రెడీ 🤔🤯 #bhagyashriborse #actress #romance #shorts,https://www.youtube.com/watch?v=ZU3GKGDx8is,,2025-08-17T07:25:53.295Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Update Vachhindi', 'url': 'https://www.youtube.com/channel/UC23ftML8mXRqkoU88OZXBwQ'}]"
YouTube,Watched Kiara Advani Funny Rapid Fire With Karan Johar😂❤️🤗 #shorts #kiaraadvani #karanjohar #funny,https://www.youtube.com/watch?v=fJJrlDbnAW8,,2025-08-17T05:44:34.386Z,['YouTube'],,['YouTube watch history'],"[{'name': 'The Hidden Brain.', 'url': 'https://www.youtube.com/channel/UCYYJe0F-1RknOpsp3B1nZLQ'}]"
YouTube,Watched Teeth gap Reel 1080x1920,https://www.youtube.com/watch?v=ePvsnn3Iryc,,2025-08-17T05:44:33.658Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history']",
YouTube,Watched #koyila #sohail #alekhyaharika #vinayshanmukh,https://www.youtube.com/watch?v=PbWW4XcW4qM,,2025-08-17T05:44:20.469Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Vinay Shanmukh', 'url': 'https://www.youtube.com/channel/UCeeZGvtsKsp4iIQjNP2n6XA'}]"
YouTube,Watched spicy french fries 🍟🤤 fries lovers like #ytshorts #shorts #fries #food #snacks #eveingsnacks,https://www.youtube.com/watch?v=-_c8o0aND6Y,,2025-08-17T05:44:19.058Z,['YouTube'],,['YouTube watch history'],"[{'name': 'ManaFoodVl0gs ', 'url': 'https://www.youtube.com/channel/UC0ntIxFScaweyY2ePW-EUEg'}]"
YouTube,Watched the highest level of creativity with melon,https://www.youtube.com/watch?v=pK9di2pP59U,,2025-08-17T05:43:47.410Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Joy Reacts', 'url': 'https://www.youtube.com/channel/UCU8GNJcLzRyrIRrv0en3SZg'}]"
YouTube,Watched L shaped flood barrier explained,https://www.youtube.com/watch?v=aSZIhzV81f8,,2025-08-17T05:43:22.542Z,['YouTube'],,['YouTube watch history'],"[{'name': 'System Zero Telugu', 'url': 'https://www.youtube.com/channel/UC0lwAL2cfFcdvFl2cs6t1hw'}]"
YouTube,Watched KEERTHY SURESH: మరీ ఇంత ఓపెన్ గా చెప్పేసారు ఏంటి 🤯😱 #keerthysuresh #actress #bold #shorts #trending,https://www.youtube.com/watch?v=-Dub5GKbXaY,,2025-08-17T05:43:14.938Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Update Vachhindi', 'url': 'https://www.youtube.com/channel/UC23ftML8mXRqkoU88OZXBwQ'}]"
YouTube,Watched #BithiriSathi Interaction With Director Shiva Krishna Burra | Mothevari Love Story Funny Chit Chat,https://www.youtube.com/watch?v=E0yB3P6Ny7M,,2025-08-17T05:43:12.830Z,['YouTube'],,['YouTube watch history'],"[{'name': 'YouWe Media', 'url': 'https://www.youtube.com/channel/UCe-pNhn3DAy9n40HhS8epqw'}]"
YouTube,Watched Pencil | Slow Motion Impact,https://www.youtube.com/watch?v=tHnEHnwQEA4,,2025-08-17T05:43:06.381Z,['YouTube'],,['YouTube watch history'],"[{'name': 'YT Object', 'url': 'https://www.youtube.com/channel/UCOoFVJgMmJ0iyinY1irgbWg'}]"
YouTube,"Watched Ippatlo Tamil Cinema 1000cr Cinema Chudaledha? | Lokesh Kanagaraj, Atlee | Tamil Movies | THYVIEW",https://www.youtube.com/watch?v=Rr6qZ5neErw,,2025-08-17T05:43:00.150Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Thyview', 'url': 'https://www.youtube.com/channel/UC-qTldS8DNIGOfIVc0G8t-w'}]"
YouTube,Watched https://www.youtube.com/watch?v=JiHI3bKct80,https://www.youtube.com/watch?v=JiHI3bKct80,,2025-08-17T05:42:05.964Z,['YouTube'],,['YouTube watch history'],
YouTube,Watched Shortened: Airtel + Perplexity,https://www.youtube.com/watch?v=mLWAxKwXX5o,,2025-08-17T05:38:01.467Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history']",
YouTube,Watched 1v4 Clutch🥶🔥 Ending Is Crazy || #shorts #bgmi #pubgmobile,https://www.youtube.com/watch?v=hTBWL3kmY_M,,2025-08-17T05:37:59.792Z,['YouTube'],,['YouTube watch history'],"[{'name': 'God Of Encounter', 'url': 'https://www.youtube.com/channel/UCXEO0diIneyKCROa48j4m6w'}]"
YouTube,Watched Akshay Kumar Answered Like a Boss! 🍼💥 | Bollywood |,https://www.youtube.com/watch?v=pntaewbZyEg,,2025-08-17T05:37:23.284Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Film Point', 'url': 'https://www.youtube.com/channel/UCNaExhV5keFFXhz_TAk5t-Q'}]"
YouTube,Watched 🚨Finallay *4 MILLION* Subscribers Manam KOTTESAAAM 🎉🎉🎉🥂#shorts,https://www.youtube.com/watch?v=IMCt4I1sZto,,2025-08-17T05:37:19.943Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Aye Jude', 'url': 'https://www.youtube.com/channel/UCq9kaXFyF2b6oXQ5veWdvog'}]"
YouTube,Watched How to draw King Nagarjuna as Simon from Coolie 🔨 #shorts #nagarjuna #coolie,https://www.youtube.com/watch?v=lBGyp-4izPI,,2025-08-17T05:37:10.515Z,['YouTube'],,['YouTube watch history'],"[{'name': 'RJ Art Gallery', 'url': 'https://www.youtube.com/channel/UC3feMo2kwc0fOzfIYCQZqHw'}]"
YouTube,Watched Sandeep Reddy Vanga About Prabhas 25th Film Spirit @ ANIMAL Q&A Press Meet | Silly Monks Tollywood,https://www.youtube.com/watch?v=KYd8K9O5NiU,,2025-08-17T05:37:09.383Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Silly Monks Tollywood', 'url': 'https://www.youtube.com/channel/UCl1uVuvB6Bam18_BBLGHPBA'}]"
YouTube,Watched Janaab-E-Aali | War 2 | Latest Song | NTR | Hrithik| Performance| Song| #gesturesking #shorts #viral,https://www.youtube.com/watch?v=MdgQtNpjQvI,,2025-08-17T05:37:05.028Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Kolkatiya Parmukh', 'url': 'https://www.youtube.com/channel/UCOP5tzq6FhpKlnb4HvEJXOw'}]"
YouTube,Watched అచ్చం ఎన్టీఆర్ ల సింగిల్ టేక్ లో ఇచ్చి పడేసాడు! #viralvayyari Making Video #kireeti #sreeleela #yt,https://www.youtube.com/watch?v=j-AQojMj_mU,,2025-08-17T05:37:03.680Z,['YouTube'],,['YouTube watch history'],"[{'name': 'L Media', 'url': 'https://www.youtube.com/channel/UCnEummDsbRw_6Q8_q8epUqQ'}]"
YouTube,"Watched 𝑵𝑨𝑻𝑼𝑹𝑨𝑳𝑳𝒀 𝑺𝑾𝑬𝑬𝑻, 𝑻𝑶𝑶 𝑹𝑬𝑭𝑹𝑬𝑺𝑯𝑰𝑵𝑮 drink #shorts",https://www.youtube.com/watch?v=Q9vgSznX2Pk,,2025-08-17T05:37:02.253Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Kochi Asmr', 'url': 'https://www.youtube.com/channel/UCBUh6lHaiDN1BHWi0exCXhg'}]"
YouTube,Watched Master Low-Level Design of Payment Apps,https://www.youtube.com/watch?v=Nr_3VL-QRRI,,2025-08-17T05:37:00.426Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history']",
YouTube,Watched డబ్బులు ఇచ్చి టికెట్ కొనుక్కుని మరి బస్సు ఎక్కిన పవన్ కళ్యాణ్|pawakalayn pay amount for bus ticket|,https://www.youtube.com/watch?v=mwXShNtMEmw,,2025-08-17T05:36:57.765Z,['YouTube'],,['YouTube watch history'],"[{'name': 'T3 News', 'url': 'https://www.youtube.com/channel/UC-ShYXVh0nJ9gOcEAVAfoRg'}]"
YouTube,Watched డ్రైవర్ తో బాలయ్య కామెడీ చూడండి #balayya fun with bus driver #shorts #ytshorts #akhanda2 #nbk111,https://www.youtube.com/watch?v=Pw0WlPu2-Mk,,2025-08-17T05:36:40.349Z,['YouTube'],,['YouTube watch history'],"[{'name': 'YM Media', 'url': 'https://www.youtube.com/channel/UCh4L5OQEO1K6Y5I-56mRq_w'}]"
YouTube,Watched వైరల్ వయ్యారి పాట వెనకున్న కష్టం చూడండి! 🎶Hard Work Behind Viral Vayyari Song | Kireeti | NTR,https://www.youtube.com/watch?v=BndLfYgTNu8,,2025-08-17T05:36:39.785Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Mana Cine Cult', 'url': 'https://www.youtube.com/channel/UC3JxMG3Q8wbaV0pwoogXvmg'}]"
YouTube,Watched Silver Foil Making 😱|| #silver #ytshortsindia #shortsindia #youtubeshortsindia #shorts #punjab,https://www.youtube.com/watch?v=r69xOCOTzqM,,2025-08-17T05:36:22.945Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Foodie Rknaitik', 'url': 'https://www.youtube.com/channel/UCfZBONqsb5ZPesR0Je2P3yA'}]"
YouTube,Watched హృతిక్ రోషన్ చేతికి ఆరు వేళ్ళు ఉన్నాయ్ చూడండి Hrithik Roshan Visuals At War 2 Pre Release Event | MC,https://www.youtube.com/watch?v=RPMxV9Z2agM,,2025-08-17T05:36:18.661Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Mana Celebrity ', 'url': 'https://www.youtube.com/channel/UCVr5yLuSB69QzZEtDJkuhWw'}]"
YouTube,Watched The Hunt | Amil Sial | Nagesh Kukunoor | Watch Now,https://www.youtube.com/watch?v=LdDEsfA_d8I,,2025-08-17T05:36:13.899Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history']",
YouTube,Watched తెలంగాణ హీరోలని ఆంధ్రా హీరోలు తొక్కేస్తున్నారు అంట చూడండి | Anil Geela | My Village Show | YT Shorts,https://www.youtube.com/watch?v=-lHugIq_Ow4,,2025-08-17T05:35:25.832Z,['YouTube'],,['YouTube watch history'],"[{'name': 'ArVa Voice', 'url': 'https://www.youtube.com/channel/UCaftVcFcRdkVywdVdusf8Dw'}]"
YouTube,Watched తన PA నాగార్జునని ఎంత జాగ్రత్తగా చూసుకుంటున్నాడు చూడండి | Nagarjuna | SSP TV,https://www.youtube.com/watch?v=o3V6Ib4hJ1Y,,2025-08-17T05:32:57.859Z,['YouTube'],,['YouTube watch history'],"[{'name': 'SSP TV', 'url': 'https://www.youtube.com/channel/UC659Hf_uHG_-yMPd4I1F0sA'}]"
YouTube,Watched VIJAY DEVARAKONDA AND THALAPATHY FAVORITE CO ACTOR OF RASHMIKA MANDANNA,https://www.youtube.com/watch?v=Rk4IKJt9ANg,,2025-08-17T04:22:00.310Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Learn with Krishna', 'url': 'https://www.youtube.com/channel/UC3G5M5sXkvZnUVo9ESB-uug'}]"
YouTube,Watched Kareena to Akshay: Love at First Sight! ❤️🔥 | Bollywood |,https://www.youtube.com/watch?v=sfE34QkMI2Q,,2025-08-17T04:21:52.091Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Film Point', 'url': 'https://www.youtube.com/channel/UCNaExhV5keFFXhz_TAk5t-Q'}]"
YouTube,Watched Learn DSA Using Projects,https://www.youtube.com/watch?v=Ve0muiObnrY,,2025-08-17T04:21:25.503Z,['YouTube'],,['YouTube watch history'],"[{'name': 'GeeksforGeeks', 'url': 'https://www.youtube.com/channel/UC0RhatS1pyxInC00YKjjBqQ'}]"
YouTube,Watched BookMyShow - Book tickets for Coolie online,https://www.youtube.com/watch?v=SUQyRTCiUm8,"Watched at 1:56 PM
Watched at 1:22 PM",2025-08-16T08:26:32.938Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",
YouTube,"Watched Get tea, coffee, and more in 10 mins from Instamart.",https://www.youtube.com/watch?v=RIiPlHr8rWM,Watched at 1:56 PM,2025-08-16T08:26:22.042Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",
YouTube,Watched Mangli Teej Song | Gugato Vodalena | Banjara teej song | Chitapata Karunakar | YakubNaik | Kalyan,https://www.youtube.com/watch?v=1HZw1StcD6Q,,2025-08-16T08:21:41.769Z,['YouTube'],,['YouTube watch history'],"[{'name': 'RTV BANJARA', 'url': 'https://www.youtube.com/channel/UC35ItUz7dZWnzwYSuoPO4Dw'}]"
YouTube,"Watched Chamkeela Angeelesi - 8K Video Song | Dasara | Nani, Keerthy Suresh | Santhosh Narayanan",https://www.youtube.com/watch?v=Tog74lrHfgE,,2025-08-16T08:18:19.202Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Saregama Telugu', 'url': 'https://www.youtube.com/channel/UC68nKdrLbLL0Vj7ilVkLmmg'}]"
YouTube,Watched Naukri Milegi? | Jaante Nahi Par Maante Hain | Bharat Connect | 10 sec,https://www.youtube.com/watch?v=r93tU-cXSQk,Watched at 1:48 PM,2025-08-16T08:18:08.109Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",
YouTube,Watched CID's Biggest Mystery Yet: Bingo! Mad Angles Mystery Pickle | 20s,https://www.youtube.com/watch?v=pLoYekUUahc,"Watched at 1:47 PM
Watched at 1:28 PM",2025-08-16T08:17:47.655Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",
YouTube,"Watched Poolamme Pilla - Lyrical | HanuMan(Telugu) | Prasanth Varma |Teja Sajja, Amritha | GowraHari,Kasarla",https://www.youtube.com/watch?v=n0-Nge-PJX0,,2025-08-16T08:13:55.888Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Tips Telugu', 'url': 'https://www.youtube.com/channel/UC2V5vzgmEmoiWqXfM2jN5_w'}]"
YouTube,Watched APSRTC & TSRTC Bus Booking App - Buses to Bangalore just @ ₹399,https://www.youtube.com/watch?v=Nm_gmmYddBk,Watched at 1:43 PM,2025-08-16T08:13:35.235Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",
YouTube,Watched Shortened: redRail Connecting Train - The perfect solution for waitlisted train bookings,https://www.youtube.com/watch?v=tFNflNqD_E4,Watched at 1:43 PM,2025-08-16T08:13:23.929Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",
YouTube,Watched “10-Minute Apple Delivery?! Only on Instamart!”,https://www.youtube.com/watch?v=sxTqxt4kOFo,Watched at 1:38 PM,2025-08-16T08:08:37.756Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",
YouTube,Watched BookMyShow - Book tickets for Coolie online,https://www.youtube.com/watch?v=SfB9QO7I1TM,"Watched at 1:38 PM
Watched at 12:58 PM",2025-08-16T08:08:21.882Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",
YouTube,Watched Mangli Aada Nemali (Narsapelle) Song || Full Song || Kanakavva || Janu Lyri || Damu Reddy,https://www.youtube.com/watch?v=li28YHDUjhI,,2025-08-16T08:04:18.526Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Mangli Official', 'url': 'https://www.youtube.com/channel/UC91m634trv4XQcJzOWQo4qQ'}]"
YouTube,Watched Horlicks Women's Plus | English | 2024,https://www.youtube.com/watch?v=IAUudX9uC88,Watched at 1:34 PM,2025-08-16T08:04:11.465Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",
YouTube,Watched H&S 7in1 20 Sec Telugu,https://www.youtube.com/watch?v=xW1IuILa21A,"Watched at 1:33 PM
Watched at 1:10 PM",2025-08-16T08:03:50.701Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",
YouTube,Watched Sagaivalo Folk Video Song | 2020 Latest Banjara Song | Brinda | Kalyan | ArunRuksaj | Merama Music,https://www.youtube.com/watch?v=6oqSr2aiN2g,,2025-08-16T07:59:40.652Z,['YouTube'],,['YouTube watch history'],"[{'name': 'MERAMA MUSIC', 'url': 'https://www.youtube.com/channel/UCb4pB1mGzrHPe99YoG2n6Gg'}]"
YouTube,"Watched Love for Bus, redBus | Reviews and Ratings (Telugu) | 20 Sec",https://www.youtube.com/watch?v=cMsv7COPSWQ,Watched at 1:29 PM,2025-08-16T07:59:19.446Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",
YouTube,Watched DILLO DILLO DHEKA SURA DUBAIRO VES FULL SONG//BANJARA DJ SONG//VIJAY KUMAR//SWAPNALI//NILIMA CHAVAN/,https://www.youtube.com/watch?v=JVEip3stChs,,2025-08-16T07:54:21.519Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Gor Lata Music', 'url': 'https://www.youtube.com/channel/UCA_oDmJhKAbdgQwzpOX1Y_Q'}]"
YouTube,Watched Daripontothundu Dj Promo Song | Madeen Sk | Naga Durga | Mamidi Mounika | Shekar Virus,https://www.youtube.com/watch?v=2NkankftnmU,,2025-08-16T07:53:18.965Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Tree Music', 'url': 'https://www.youtube.com/channel/UCSaWjyWc2NQJ1hPzRFvImVQ'}]"
YouTube,Watched “Milk in Minutes? Swiggy Instamart Delivers Fast!”,https://www.youtube.com/watch?v=m2gLoNQZs98,Watched at 1:23 PM,2025-08-16T07:53:07.763Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",
YouTube,"Watched Viral Vayyari Full Video Song | Junior Movie | Kireeti, Sreeleela | Radha Krishna | Devi Sri Prasad",https://www.youtube.com/watch?v=c2nHxn2P5EU,,2025-08-16T07:48:07.474Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Aditya Music', 'url': 'https://www.youtube.com/channel/UCNApqoVYJbYSrni4YsbXzyQ'}]"
YouTube,Watched 48hrs frizz-free hair | Argan Oil & Lavender shampoo and mask | Sulfate-free & vegan hair care,https://www.youtube.com/watch?v=grGrpqdiLrU,Watched at 1:18 PM,2025-08-16T07:48:00.323Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",
YouTube,Watched Horlicks Women's Plus | English | 2024,https://www.youtube.com/watch?v=QVPeQJfY5J0,Watched at 1:17 PM,2025-08-16T07:47:39.670Z,['YouTube'],[{'name': 'From Google Ads'}],"['Web & App Activity', 'YouTube watch history', 'YouTube search history']",
YouTube,Watched Mara Tangena GHUGARA||Full Song||Vijay Kumar Singer|Swapnali|MadeenSk|Ramu Rathod|Nilima|Pooja|Dilip,https://www.youtube.com/watch?v=87qhZqgGHuk,,2025-08-16T07:43:46.902Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Vijay Audios & Videos ', 'url': 'https://www.youtube.com/channel/UCAQKufJ46b5OinTac9crEIw'}]"
